"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","2016","2017","2018","2019"
"Triple oxygen isotope evidence for limited mid-Proterozoic primary productivity","Crockford, Peter W.; Hayles, Justin A.; Bao, Huiming; Planavsky, Noah J.; Bekker, Andrey; Fralick, Philip W.; Halverson, Galen P.; Thi Hao Bui; Peng, Yongbo; Wing, Boswell A.",NA,NA,NA,"NATURE","JUL 26 2018","2018","559","7715",NA,NA,NA,"613","+",NA,"10.1038/s41586-018-0349-y",NA,NA,"5","2.5",0,0,1,4
"Fault-tolerant detection of a quantum error","Rosenblum, S.; Reinhold, P.; Mirrahimi, M.; Jiang, Liang; Frunzio, L.; Schoelkopf, R. J.",NA,NA,NA,"SCIENCE","JUL 20 2018","2018","361","6399",NA,NA,NA,"266","269",NA,"10.1126/science.aat3996",NA,NA,"5","2.5",0,0,1,4
"Friction at the bed does not control fast glacier flow","Stearns, L. A.; van der Veen, C. J.",NA,NA,NA,"SCIENCE","JUL 20 2018","2018","361","6399",NA,NA,NA,"273","277",NA,"10.1126/science.aat2217",NA,NA,"5","2.5",0,0,2,3
"VHL substrate transcription factor ZHX2 as an oncogenic driver in clear cell renal cell carcinoma","Zhang, Jing; Wu, Tao; Simon, Jeremy; Takada, Mamoru; Saito, Ryoichi; Fan, Cheng; Liu, Xian-De; Jonasch, Eric; Xie, Ling; Chen, Xian; Yao, Xiaosai; Teh, Bin Tean; Tan, Patrick; Zheng, Xingnan; Li, Mingjie; Lawrence, Cortney; Fan, Jie; Geng, Jiang; Liu, Xijuan; Hu, Lianxin; Wang, Jun; Liao, Chengheng; Hong, Kai; Zurlo, Giada; Parker, Joel S.; Auman, J. Todd; Perou, Charles M.; Rathmell, W. Kimryn; Kim, William Y.; Kirschner, Marc W.; Kaelin, William G., Jr.; Baldwin, Albert S.; Zhang, Qing",NA,NA,NA,"SCIENCE","JUL 20 2018","2018","361","6399",NA,NA,NA,"290","295",NA,"10.1126/science.aap8411",NA,NA,"5","2.5",0,0,3,2
"Structure basis for RNA-guided DNA degradation by Cascade and Cas3","Xiao, Yibei; Luo, Min; Dolan, Adam E.; Liao, Maofu; Ke, Ailong",NA,NA,NA,"SCIENCE","JUL 6 2018","2018","361","6397",NA,NA,NA,"41","+","eaat0839","10.1126/science.aat0839",NA,NA,"5","2.5",0,0,1,4
"Ancient goat genomes reveal mosaic domestication in the Fertile Crescent","Daly, Kevin G.; Delser, Pierpaolo Maisano; Mullin, Victoria E.; Scheu, Amelie; Mattiangeli, Valeria; Teasdale, Matthew D.; Hare, Andrew J.; Burger, Joachim; Verdugo, Marta Pereira; Collins, Matthew J.; Kehati, Ron; Erek, Cevdet Merih; Bar-Oz, Guy; Pompanon, Francois; Cumer, Tristan; Cakirlar, Canan; Mohaseb, Azadeh Fatemeh; Decruyenaere, Delphine; Davoudi, Hossein; Cevik, Ozlem; Rollefson, Gary; Vigne, Jean-Denis; Khazaeli, Roya; Fathi, Homa; Doost, Sanaz Beizaee; Sorkhani, Roghayeh Rahimi; Vahdati, Ali Akbar; Sauer, Eberhard W.; Kharanaghi, Hossein Azizi; Maziar, Sepideh; Gasparian, Boris; Pinhasi, Ron; Martin, Louise; Orton, David; Arbuckle, Benjamin S.; Benecke, Norbert; Manica, Andrea; Horwitz, Liora Kolska; Mashkour, Marjan; Bradley, Daniel G.",NA,NA,NA,"SCIENCE","JUL 6 2018","2018","361","6397",NA,NA,NA,"85","87",NA,"10.1126/science.aas9411",NA,NA,"5","2.5",0,0,2,3
"The first horse herders and the impact of early Bronze Age steppe expansions into Asia","Damgaard, Peter de Barros; Martiniano, Rui; Kamm, Jack; Moreno-Mayar, J. Victor; Kroonen, Guus; Peyrot, Michael; Barjamovic, Gojko; Rasmussen, Simon; Zacho, Claus; Baimukhanov, Nurbol; Zaibert, Victor; Merz, Victor; Biddanda, Arjun; Merz, Ilja; Loman, Valeriy; Evdokimov, Valeriy; Usmanova, Emma; Hemphill, Brian; Seguin-Orlando, Andaine; Yediay, Fulya Eylem; Ullah, Inam; Sjogren, Karl-Goran; Iversen, Katrine Hojholt; Choin, Jeremy; de la Fuente, Constanza; Ilardo, Melissa; Schroeder, Hannes; Moiseyev, Vyacheslav; Gromov, Andrey; Polyakov, Andrei; Omura, Sachihiro; Senyurt, Suleyman Yucel; Ahmad, Habib; McKenzie, Catriona; Margaryan, Ashot; Hameed, Abdul; Samad, Abdul; Gul, Nazish; Khokhar, Muhammad Hassan; Goriunova, O. I.; Bazaliiskii, Vladimir I.; Novembre, John; Weber, Andrzej W.; Orlando, Ludovic; Allentoft, Morten E.; Nielsen, Rasmus; Kristiansen, Kristian; Sikora, Martin; Outram, Alan K.; Durbin, Richard; Willerslev, Eske",NA,NA,NA,"SCIENCE","JUN 29 2018","2018","360","6396",NA,NA,NA,"1422","+","eaar7711","10.1126/science.aar7711",NA,NA,"5","2.5",0,0,4,1
"Evidence for extremely rapid magma ocean crystallization and crust formation on Mars","Bouvier, Laura C.; Costa, Maria M.; Connelly, James N.; Jensen, Ninna K.; Wielandt, Daniel; Storey, Michael; Nemchin, Alexander A.; Whitehouse, Martin J.; Snape, Joshua F.; Bellucci, Jeremy J.; Moynier, Frederic; Agranier, Arnaud; Gueguen, Bleuenn; Schonbachler, Maria; Bizzarro, Martin",NA,NA,NA,"NATURE","JUN 28 2018","2018","558","7711",NA,NA,NA,"586","+",NA,"10.1038/s41586-018-0222-z",NA,NA,"5","2.5",0,0,3,2
"Induction of CD4 T cell memory by local cellular collectivity","Polonsky, Michal; Rimer, Jacob; Kern-Perets, Amos; Zaretsky, Irina; Miller, Stav; Bornstein, Chamutal; David, Eyal; Kopelman, Naama Meira; Stelzer, Gil; Porat, Ziv; Chain, Benjamin; Friedman, Nir",NA,NA,NA,"SCIENCE","JUN 15 2018","2018","360","6394",NA,NA,NA,"1201","+","eaaj1853","10.1126/science.aaj1853",NA,NA,"5","2.5",0,0,2,3
"Velocity-resolved kinetics of site-specific carbon monoxide oxidation on platinum surfaces","Neugebohren, Jannis; Borodin, Dmitriy; Hahn, Hinrich W.; Altschaeffel, Jan; Kandratsenka, Alexander; Auerbach, Daniel J.; Campbell, Charles T.; Schwarzer, Dirk; Harding, Dan J.; Wodtke, Alec M.; Kitsopoulos, Theofanis N.",NA,NA,NA,"NATURE","JUN 14 2018","2018","558","7709",NA,NA,NA,"280","+",NA,"10.1038/s41586-018-0188-x",NA,NA,"5","2.5",0,0,3,2
"Evidence for a quantum dipole liquid state in an organic quasi-two-dimensional material","Hassan, Nora; Cunningham, Streit; Mourigal, Martin; Zhilyaeva, Elena I.; Torunova, Svetlana A.; Lyubovskaya, Rimma N.; Schlueter, John A.; Drichko, Natalia",NA,NA,NA,"SCIENCE","JUN 8 2018","2018","360","6393",NA,NA,NA,"1101","1104",NA,"10.1126/science.aan6286",NA,NA,"5","2.5",0,0,2,3
"The origin of squamates revealed by a Middle Triassic lizard from the Italian Alps","Simoes, Tiago R.; Caldwell, Michael W.; Talanda, Mateusz; Bernardi, Massimo; Palci, Alessandro; Vernygora, Oksana; Bernardini, Federico; Mancini, Lucia; Nydam, Randall L.",NA,NA,NA,"NATURE","MAY 31 2018","2018","557","7707",NA,NA,NA,"706","+",NA,"10.1038/s41586-018-0093-3",NA,NA,"5","2.5",0,0,4,1
"Mechanism of phosphoribosyl-ubiquitination mediated by a single Legionella effector","Akturk, Anil; Wasilko, David J.; Wu, Xiaochun; Liu, Yao; Zhang, Yong; Qiu, Jiazhang; Luo, Zhao-Qing; Reiter, Katherine H.; Brzovic, Peter S.; Klevit, Rachel E.; Mao, Yuxin",NA,NA,NA,"NATURE","MAY 31 2018","2018","557","7707",NA,NA,NA,"729","+",NA,"10.1038/s41586-018-0147-6",NA,NA,"5","2.5",0,0,4,1
"Addressing the minimum fleet problem in on-demand urban mobility","Vazifeh, M. M.; Santi, P.; Resta, G.; Strogatz, S. H.; Ratti, C.",NA,NA,NA,"NATURE","MAY 24 2018","2018","557","7706",NA,NA,NA,"534","+",NA,"10.1038/s41586-018-0095-1",NA,NA,"5","2.5",0,0,2,3
"Structural basis for gating pore current in periodic paralysis","Jiang, Daohua; El-Din, Tamer M. Gamal; Ing, Christopher; Lu, Peilong; Pomes, Regis; Zheng, Ning; Catterall, William A.",NA,NA,NA,"NATURE","MAY 24 2018","2018","557","7706",NA,NA,NA,"590","+",NA,"10.1038/s41586-018-0120-4",NA,NA,"5","2.5",0,0,4,1
"Magnetic seismology of interstellar gas clouds: Unveiling a hidden dimension","Tritsis, Aris; Tassis, Konstantinos",NA,NA,NA,"SCIENCE","MAY 11 2018","2018","360","6389",NA,NA,NA,"636","+",NA,"10.1126/science.aao1185",NA,NA,"5","2.5",0,0,3,2
"Efficient coding explains the universal law of generalization in human perception","Sims, Chris R.",NA,NA,NA,"SCIENCE","MAY 11 2018","2018","360","6389",NA,NA,NA,"652","+",NA,"10.1126/science.aaq1118",NA,NA,"5","2.5",0,0,3,2
"Morphogen gradient reconstitution reveals Hedgehog pathway design principles","Li, Pulin; Markson, Joseph S.; Wang, Sheng; Chen, Siheng; Vachharajani, Vipul; Elowitz, Michael B.",NA,NA,NA,"SCIENCE","MAY 4 2018","2018","360","6388",NA,NA,NA,"543","+",NA,"10.1126/science.aao0645",NA,NA,"5","2.5",0,0,3,2
"Architecture of an HIV-1 reverse transcriptase initiation complex","Larsen, Kevin P.; Mathiharan, Yamuna Kalyani; Kappel, Kalli; Coey, Aaron T.; Chen, Dong-Hua; Barrero, Daniel; Madigan, Lauren; Puglisi, Joseph D.; Skiniotis, Georgios; Puglisi, Elisabetta Viani",NA,NA,NA,"NATURE","MAY 3 2018","2018","557","7703",NA,NA,NA,"118","+",NA,"10.1038/s41586-018-0055-9",NA,NA,"5","2.5",0,0,2,3
"Pluripotency factors functionally premark cell-type-restricted enhancers in ES cells","Kim, Hong Sook; Tan, Yuliang; Ma, Wubin; Merkurjev, Daria; Destici, Eugin; Ma, Qi; Suter, Tom; Ohgi, Kenneth; Friedman, Meyer; Skowronska-Krawczyk, Dorota; Rosenfeld, Michael G.",NA,NA,NA,"NATURE","APR 26 2018","2018","556","7702",NA,NA,NA,"510","+",NA,"10.1038/s41586-018-0048-8",NA,NA,"5","2.5",0,0,2,3
"Structure of a prehandover mammalian ribosomal SRP.SRP receptor targeting complex","Kobayashi, Kan; Jomaa, Ahmad; Lee, Jae Ho; Chandrasekar, Sowmya; Boehringer, Daniel; Shan, Shu-ou; Ban, Nenad",NA,NA,NA,"SCIENCE","APR 20 2018","2018","360","6386",NA,NA,NA,"323","326",NA,"10.1126/science.aar7924",NA,NA,"5","2.5",0,0,2,3
"An evolutionarily conserved ribosome-rescue pathway maintains epidermal homeostasis","Liakath-Ali, Kifayathullah; Mills, Eric W.; Sequeira, Ines; Lichtenberger, Beate M.; Pisco, Angela Oliveira; Sipila, Kalle H.; Mishra, Ajay; Yoshikawa, Harunori; Wu, Colin Chih-Chien; Ly, Tony; Lamond, Angus I.; Adham, Ibrahim M.; Green, Rachel; Watt, Fiona M.",NA,NA,NA,"NATURE","APR 19 2018","2018","556","7701",NA,NA,NA,"376","+",NA,"10.1038/s41586-018-0032-3",NA,NA,"5","2.5",0,0,1,4
"Destabilizing mutations encode nongenetic variation that drives evolutionary innovation","Petrie, Katherine L.; Palmer, Nathan D.; Johnson, Daniel T.; Medina, Sarah J.; Yan, Stephanie J.; Li, Victor; Burmeister, Alita R.; Meyer, Justin R.",NA,NA,NA,"SCIENCE","MAR 30 2018","2018","359","6383",NA,NA,NA,"1542","1545",NA,"10.1126/science.aar1954",NA,NA,"5","2.5",0,0,1,4
"Precursors of logical reasoning in preverbal human infants","Cesana-Arlotti, Nicolo; Martin, Ana; Teglas, Erno; Vorobyova, Liza; Cetnarski, Ryszard; Bonatti, Luca L.",NA,NA,NA,"SCIENCE","MAR 16 2018","2018","359","6381",NA,NA,NA,"1263","+","aao3539","10.1126/science.aao3539",NA,NA,"5","2.5",0,0,1,4
"Altruism in a volatile world","Kennedy, Patrick; Higginson, Andrew D.; Radford, Andrew N.; Sumner, Seirian",NA,NA,NA,"NATURE","MAR 15 2018","2018","555","7696",NA,NA,NA,"359","+",NA,"10.1038/nature25965",NA,NA,"5","2.5",0,0,2,3
"Dynamics of body time, social time and life history at adolescence","Worthman, Carol M.; Trang, Kathy",NA,NA,NA,"NATURE","FEB 22 2018","2018","554","7693",NA,NA,NA,"451","457",NA,"10.1038/nature25750",NA,NA,"5","2.5",0,0,2,3
"A clumpy and anisotropic galaxy halo at redshift 1 from gravitational-arc tomography","Lopez, Sebastian; Tejos, Nicolas; Ledoux, Cedric; Felipe Barrientos, L.; Sharon, Keren; Rigby, Jane R.; Gladders, Michael D.; Bayliss, Matthew B.; Pessa, Ismael",NA,NA,NA,"NATURE","FEB 22 2018","2018","554","7693",NA,NA,NA,"493","+",NA,"10.1038/nature25436",NA,NA,"5","2.5",0,0,3,2
"Experimental observation of Bethe strings","Wang, Zhe; Wu, Jianda; Yang, Wang; Bera, Anup Kumar; Kamenskyi, Dmytro; Islam, A. T. M. Nazmul; Xu, Shenglong; Law, Joseph Matthew; Lake, Bella; Wu, Congjun; Loidl, Alois",NA,NA,NA,"NATURE","FEB 8 2018","2018","554","7691",NA,NA,NA,"219","+",NA,"10.1038/nature25466",NA,NA,"5","2.5",0,0,5,0
"Superhuman AI for heads-up no-limit poker: Libratus beats top professionals","Brown, Noam; Sandholm, Tuomas",NA,NA,NA,"SCIENCE","JAN 26 2018","2018","359","6374",NA,NA,NA,"418","+",NA,"10.1126/science.aao1733",NA,NA,"5","2.5",0,0,4,1
"Dicer uses distinct modules for recognizing dsRNA termini","Sinha, Niladri K.; Iwasa, Janet; Shen, Peter S.; Bass, Brenda L.",NA,NA,NA,"SCIENCE","JAN 19 2018","2018","359","6373",NA,NA,NA,"329","+",NA,"10.1126/science.aaq0921",NA,NA,"5","2.5",0,0,4,1
"Large granulation cells on the surface of the giant star pi(1) Gruis","Paladini, C.; Baron, F.; Jorissen, A.; Le Bouquin, J. -B.; Freytag, B.; Van Eck, S.; Wittkowski, M.; Hron, J.; Chiavassa, A.; Berger, J. -P.; Siopis, C.; Mayer, A.; Sadowski, G.; Kravchenko, K.; Shetye, S.; Kerschbaum, F.; Kluska, J.; Ramstedt, S.",NA,NA,NA,"NATURE","JAN 18 2018","2018","553","7688",NA,NA,NA,"310","+",NA,"10.1038/nature25001",NA,NA,"5","2.5",0,0,4,1
"Measurement of electrons from albedo neutron decay and neutron density in near-Earth space","Li, Xinlin; Selesnick, Richard; Schiller, Quintin; Zhang, Kun; Zhao, Hong; Baker, Daniel N.; Temerin, Michael A.",NA,NA,NA,"NATURE","DEC 21 2017","2017","552","7685",NA,NA,NA,"382","+",NA,"10.1038/nature24642",NA,NA,"5","1.6699999999999999",0,0,3,2
"Synchrotron scanning reveals amphibious ecomorphology in a new clade of bird-like dinosaurs","Cau, Andrea; Beyrand, Vincent; Voeten, Dennis F. A. E.; Fernandez, Vincent; Tafforeau, Paul; Stein, Koen; Barsbold, Rinchen; Tsogtbaatar, Khishigjav; Currie, Philip J.; Godefroit, Pascal",NA,NA,NA,"NATURE","DEC 21 2017","2017","552","7685",NA,NA,NA,"395","+",NA,"10.1038/nature24679",NA,NA,"5","1.6699999999999999",0,0,2,3
"Firearms and accidental deaths: Evidence from the aftermath of the Sandy Hook school shooting","Levine, Phillip B.; McKnight, Robin",NA,NA,NA,"SCIENCE","DEC 8 2017","2017","358","6368",NA,NA,NA,"1324","1328",NA,"10.1126/science.aan8179",NA,NA,"5","1.6699999999999999",0,1,2,2
"Structural basis for methylphosphonate biosynthesis","Born, David A.; Ulrich, Emily C.; Ju, Kou-San; Peck, Spencer C.; van der Donk, Wilfred A.; Drennan, Catherine L.",NA,NA,NA,"SCIENCE","DEC 8 2017","2017","358","6368",NA,NA,NA,"1336","1338",NA,"10.1126/science.aao3435",NA,NA,"5","1.6699999999999999",0,0,1,4
"3.9 angstrom structure of the yeast Mec1-Ddc2 complex, a homolog of human ATR-ATRIP","Wang, Xuejuan; Ran, Tingting; Zhang, Xuan; Xin, Jiyu; Zhang, Zhihui; Wu, Tengwei; Wang, Weiwu; Cai, Gang",NA,NA,NA,"SCIENCE","DEC 1 2017","2017","358","6367",NA,NA,NA,"1206","1209",NA,"10.1126/science.aan8414",NA,NA,"5","1.6699999999999999",0,0,4,1
"Dynamics of P-type ATPase transport revealed by single-molecule FRET","Dyla, Mateusz; Terry, Daniel S.; Kjaergaard, Magnus; Sorensen, Thomas L. -M.; Andersen, Jacob Lauwring; Andersen, Jens Peter; Knudsen, Charlotte Rohde; Altman, Roger B.; Nissen, Poul; Blanchard, Scott C.",NA,NA,NA,"NATURE","NOV 16 2017","2017","551","7680",NA,NA,NA,"346","+",NA,"10.1038/nature24296",NA,NA,"5","1.6699999999999999",0,0,3,2
"Infants make more attempts to achieve a goal when they see adults persist","Leonard, Julia A.; Lee, Yuna; Schulz, Laura E.",NA,NA,NA,"SCIENCE","SEP 22 2017","2017","357","6357",NA,NA,NA,"1290","1293",NA,"10.1126/science.aan2317",NA,NA,"5","1.6699999999999999",0,1,4,0
"Biological fabrication of cellulose fibers with tailored properties","Natalio, Filipe; Fuchs, Regina; Cohen, Sidney R.; Leitus, Gregory; Fritz-Popovski, Gerhard; Paris, Oskar; Kappl, Michael; Butt, Hans-Juergen",NA,NA,NA,"SCIENCE","SEP 15 2017","2017","357","6356",NA,NA,NA,"1118","1122",NA,"10.1126/science.aan5830",NA,NA,"5","1.6699999999999999",0,1,2,2
"Pre-oral gut contributes to facial structures in non-teleost fishes","Minarik, Martin; Stundl, Jan; Fabian, Peter; Jandzik, David; Metscher, Brian D.; Psenicka, Martin; Gela, David; Osorio-Perez, Adriana; Arias-Rodriguez, Lenin; Horacek, Ivan; Cerny, Robert",NA,NA,NA,"NATURE","JUL 13 2017","2017","547","7662",NA,NA,NA,"209","+",NA,"10.1038/nature23008",NA,NA,"5","1.6699999999999999",0,1,2,2
"Holliday junction resolvases mediate chloroplast nucleoid segregation","Kobayashi, Yusuke; Misumi, Osami; Odahara, Masaki; Ishibashi, Kota; Hirono, Masafumi; Hidaka, Kumi; Endo, Masayuki; Sugiyama, Hiroshi; Iwasaki, Hiroshi; Kuroiwa, Tsuneyoshi; Shikanai, Toshiharu; Nishimura, Yoshiki",NA,NA,NA,"SCIENCE","MAY 12 2017","2017","356","6338",NA,NA,NA,"631","634",NA,"10.1126/science.aan0038",NA,NA,"5","1.6699999999999999",0,2,3,0
"Multi-phase volcanic resurfacing at Loki Patera on Io","de Kleer, K.; Skrutskie, M.; Leisenring, J.; Davies, A. G.; Conrad, A.; de Pater, I.; Resnick, A.; Bailey, V.; Defrere, D.; Hinz, P.; Skemer, A.; Spalding, E.; Vaz, A.; Veillet, C.; Woodward, C. E.",NA,NA,NA,"NATURE","MAY 11 2017","2017","545","7653",NA,NA,NA,"199","+",NA,"10.1038/nature22339",NA,NA,"5","1.6699999999999999",0,2,3,0
"Life history of the stem tetrapod Acanthostega revealed by synchrotron microtomography","Sanchez, Sophie; Tafforeau, Paul; Clack, Jennifer A.; Ahlberg, Per E.",NA,NA,NA,"NATURE","SEP 15 2016","2016","537","7620",NA,NA,NA,"408","+",NA,"10.1038/nature19354",NA,NA,"5","1.25",1,2,2,0
"A somitic contribution to the apical ectodermal ridge is essential for fin formation","Masselink, Wouter; Cole, Nicholas J.; Fenyes, Fruzsina; Berger, Silke; Sonntag, Carmen; Wood, Alasdair; Nguyen, Phong D.; Cohen, Naomi; Knopf, Franziska; Weidinger, Gilbert; Hall, Thomas E.; Currie, Peter D.",NA,NA,NA,"NATURE","JUL 28 2016","2016","535","7613",NA,NA,NA,"542","+",NA,"10.1038/nature18953",NA,NA,"5","1.25",0,1,4,0
"HIV-1 remission following CCR5 Delta 32/Delta 32 haematopoietic stem-cell transplantation","Gupta, Ravindra K.; Abdul-Jawad, Sultan; Mccoy, Laura E.; Mok, Hoi Ping; Peppa, Dimitra; Salgado, Maria; Martinez-Picado, Javier; Nijhuis, Monique; Wensing, Annemarie M. J.; Lee, Helen; Grant, Paul; Nastouli, Eleni; Lambert, Jonathan; Pace, Matthew; Salasc, Fanny; Monit, Christopher; Innes, Andrew J.; Muir, Luke; Waters, Laura; Frater, John; Lever, Andrew M. L.; Edwards, Simon G.; Gabriel, Ian H.; Olavarria, Eduardo",NA,NA,NA,"NATURE","APR 11 2019","2019","568","7751",NA,NA,NA,"244","+",NA,"10.1038/s41586-019-1027-4",NA,NA,"4","4",0,0,0,4
"T cell stemness and dysfunction in tumors are triggered by a common mechanism","Vodnala, Suman Kumar; Eil, Robert; Kishton, Rigel J.; Sukumar, Madhusudhanan; Yamamoto, Tori N.; Ngoc-Han Ha; Lee, Ping-Hsien; Shin, MinHwa; Patel, Shashank J.; Yu, Zhiya; Palmer, Douglas C.; Kruhlak, Michael J.; Liu, Xiaojing; Locasale, Jason W.; Huang, Jing; Roychoudhuri, Rahul; Finkel, Toren; Klebanoff, Christopher A.; Restifo, Nicholas P.",NA,NA,NA,"SCIENCE","MAR 29 2019","2019","363","6434",NA,NA,NA,"1417","+","eaau0135","10.1126/science.aau0135",NA,NA,"4","4",0,0,0,4
"Altered human oligodendrocyte heterogeneity in multiple sclerosis","Jakel, Sarah; Agirre, Eneritz; Falcao, Ana Mendanha; Van Bruggen, David; Lee, Ka Wai; Knuesel, Irene; Malhotra, Dheeraj; Ffrench-Constant, Charles; Williams, Anna; Castelo-Branco, Goncalo",NA,NA,NA,"NATURE","FEB 28 2019","2019","566","7745",NA,NA,NA,"543","+",NA,"10.1038/s41586-019-0903-2",NA,NA,"4","4",0,0,0,4
"A degenerate Fermi gas of polar molecules","De Marco, Luigi; Valtolina, Giacomo; Matsuda, Kyle; Tobias, William G.; Covey, Jacob P.; Ye, Jun",NA,NA,NA,"SCIENCE","FEB 22 2019","2019","363","6429",NA,NA,NA,"853","+",NA,"10.1126/science.aau7230",NA,NA,"4","4",0,0,0,4
"The sleep-wake cycle regulates brain interstitial fluid tau in mice and CSF tau in humans","Holth, Jerrah K.; Fritschi, Sarah K.; Wang, Chanung; Pedersen, Nigel P.; Cirrito, John R.; Mahan, Thomas E.; Finn, Mary Beth; Manis, Melissa; Geerling, Joel C.; Fuller, Patrick M.; Lucey, Brendan P.; Holtzman, David M.",NA,NA,NA,"SCIENCE","FEB 22 2019","2019","363","6429",NA,NA,NA,"880","883",NA,"10.1126/science.aav2546",NA,NA,"4","4",0,0,0,4
"Sleep modulates haematopoiesis and protects against atherosclerosis","McAlpine, Cameron S.; Kiss, Mate G.; Rattik, Sara; He, Shun; Vassalli, Anne; Valet, Colin; Anzai, Atsushi; Chan, Christopher T.; Mindur, John E.; Kahles, Florian; Poller, Wolfram C.; Frodermann, Vanessa; Fenn, Ashley M.; Gregory, Annemijn F.; Halle, Lennard; Iwamoto, Yoshiko; Hoyer, Friedrich F.; Binder, Christoph J.; Libby, Peter; Tafti, Mehdi; Scammell, Thomas E.; Nahrendorf, Matthias; Swirski, Filip K.",NA,NA,NA,"NATURE","FEB 21 2019","2019","566","7744",NA,NA,NA,"383","+",NA,"10.1038/s41586-019-0948-2",NA,NA,"4","4",0,0,0,4
"L1 drives IFN in senescent cells and promotes age-associated inflammation","De Cecco, Marco; Ito, Takahiro; Petrashen, Anna P.; Elias, Amy E.; Skvir, Nicholas J.; Criscione, Steven W.; Caligiana, Alberto; Brocculi, Greta; Adney, Emily M.; Boeke, Jef D.; Le, Oanh; Beausejour, Christian; Ambati, Jayakrishna; Ambati, Kameshwari; Simon, Matthew; Seluanov, Andrei; Gorbunova, Vera; Slagboom, P. Eline; Helfand, Stephen L.; Neretti, Nicola; Sedivy, John M.",NA,NA,NA,"NATURE","FEB 7 2019","2019","566","7742",NA,NA,NA,"73","+",NA,"10.1038/s41586-018-0784-9",NA,NA,"4","4",0,0,0,4
"A sleep-inducing gene, nemuri, links sleep and immune function in Drosophila","Toda, Hirofumi; Williams, Julie A.; Gulledge, Michael; Sehgal, Amita",NA,NA,NA,"SCIENCE","FEB 1 2019","2019","363","6426",NA,NA,"SI","509","+",NA,"10.1126/science.aat1650",NA,NA,"4","4",0,0,0,4
"A sea change in our view of overturning in the subpolar North Atlantic","Lozier, M. S.; Li, F.; Bacon, S.; Bahr, F.; Bower, A. S.; Cunningham, S. A.; de Jong, M. F.; de Steur, L.; deYoung, B.; Fischer, J.; Gary, S. F.; Greenan, B. J. W.; Holliday, N. P.; Houk, A.; Houpert, L.; Inall, M. E.; Johns, W. E.; Johnson, H. L.; Johnson, C.; Karstensen, J.; Koman, G.; Le Bras, I. A.; Lin, X.; Mackay, N.; Marshall, D. P.; Mercier, H.; Oltmanns, M.; Pickart, R. S.; Ramsey, A. L.; Rayner, D.; Straneo, F.; Thierry, V.; Torres, D. J.; Williams, R. G.; Wilson, C.; Yang, J.; Yashayaev, I.; Zhao, J.",NA,NA,NA,"SCIENCE","FEB 1 2019","2019","363","6426",NA,NA,"SI","516","+",NA,"10.1126/science.aau6592",NA,NA,"4","4",0,0,0,4
"Introns are mediators of cell response to starvation","Parenteau, Julie; Maignon, Laurine; Berthoumieux, Melodie; Catala, Mathieu; Gagnon, Vanessa; Abou Elela, Sherif",NA,NA,NA,"NATURE","JAN 31 2019","2019","565","7741",NA,NA,NA,"612","+",NA,"10.1038/s41586-018-0859-7",NA,NA,"4","4",0,0,1,3
"Age estimates for hominin fossils and the onset of the Upper Palaeolithic at Denisova Cave","Douka, Katerina; Slon, Viviane; Jacobs, Zenobia; Ramsey, Christopher Bronk; Shunkov, Michael V.; Derevianko, Anatoly P.; Mafessoni, Fabrizio; Kozlikin, Maxim B.; Li, Bo; Grun, Rainer; Comeskey, Daniel; Deviese, Thibaut; Brown, Samantha; Viola, Bence; Kinsley, Leslie; Buckley, Michael; Meyer, Matthias; Roberts, Richard G.; Paeaebo, Svante; Kelso, Janet; Higham, Tom",NA,NA,NA,"NATURE","JAN 31 2019","2019","565","7741",NA,NA,NA,"640","+",NA,"10.1038/s41586-018-0870-z",NA,NA,"4","4",0,0,0,4
